HUC_10,NAME,Length_m,Rating,
401030101,UPPER BELLY RIVER,1549,ZERO,
401030101,UPPER BELLY RIVER,1812,ZERO,
401030101,UPPER BELLY RIVER,679,ZERO,
401030101,UPPER BELLY RIVER,137,ZERO,
401030101,UPPER BELLY RIVER,795,ZERO,
401030101,UPPER BELLY RIVER,711,ZERO,
401030101,UPPER BELLY RIVER,1417,ZERO,
401030101,UPPER BELLY RIVER,984,ZERO,
401030101,UPPER BELLY RIVER,540,ZERO,
401030101,UPPER BELLY RIVER,238,ZERO,
401030101,UPPER BELLY RIVER,927,ZERO,
401030101,UPPER BELLY RIVER,1443,ZERO,
401030101,UPPER BELLY RIVER,959,ZERO,
401030101,UPPER BELLY RIVER,1133,ZERO,
401030101,UPPER BELLY RIVER,391,ZERO,
401030101,UPPER BELLY RIVER,1168,ZERO,
401030101,UPPER BELLY RIVER,544,ZERO,
401030101,UPPER BELLY RIVER,1425,ZERO,
401030101,UPPER BELLY RIVER,785,ZERO,
401030101,UPPER BELLY RIVER,1495,ZERO,
401030101,UPPER BELLY RIVER,2830,ZERO,
401030101,UPPER BELLY RIVER,1644,ZERO,
401030101,UPPER BELLY RIVER,2090,ZERO,
401030101,UPPER BELLY RIVER,657,ZERO,
401030101,UPPER BELLY RIVER,263,ZERO,
401030101,UPPER BELLY RIVER,69,ZERO,
401030101,UPPER BELLY RIVER,373,ZERO,
401030101,UPPER BELLY RIVER,1920,ZERO,
401030101,UPPER BELLY RIVER,31,ZERO,
401030101,UPPER BELLY RIVER,880,ZERO,
401030101,UPPER BELLY RIVER,99,ZERO,
401030101,UPPER BELLY RIVER,411,ZERO,
401030101,UPPER BELLY RIVER,1785,ZERO,
401030101,UPPER BELLY RIVER,81,ZERO,
401030101,UPPER BELLY RIVER,1136,ZERO,
401030101,UPPER BELLY RIVER,1495,ZERO,
401030101,UPPER BELLY RIVER,671,ZERO,
401030101,UPPER BELLY RIVER,344,ZERO,
401030101,UPPER BELLY RIVER,159,ZERO,
401030101,UPPER BELLY RIVER,699,ZERO,
401030101,UPPER BELLY RIVER,1797,ZERO,
401030101,UPPER BELLY RIVER,77,ZERO,
401030101,UPPER BELLY RIVER,405,ZERO,
401030101,UPPER BELLY RIVER,445,ZERO,
401030101,UPPER BELLY RIVER,49,ZERO,
401030101,UPPER BELLY RIVER,1167,ZERO,
401030101,UPPER BELLY RIVER,179,ZERO,
401030101,UPPER BELLY RIVER,115,ZERO,
401030101,UPPER BELLY RIVER,288,ZERO,
401030101,UPPER BELLY RIVER,124,ZERO,
401030101,UPPER BELLY RIVER,373,ZERO,
401030101,UPPER BELLY RIVER,1458,ZERO,
401030101,UPPER BELLY RIVER,146,ZERO,
401030101,UPPER BELLY RIVER,336,ZERO,
401030101,UPPER BELLY RIVER,646,ZERO,
401030101,UPPER BELLY RIVER,37,ZERO,
401030101,UPPER BELLY RIVER,3568,ZERO,
401030101,UPPER BELLY RIVER,763,ZERO,
401030101,UPPER BELLY RIVER,37,ZERO,
401030101,UPPER BELLY RIVER,170,ZERO,
401030101,UPPER BELLY RIVER,339,ZERO,
401030101,UPPER BELLY RIVER,81,ZERO,
401030101,UPPER BELLY RIVER,900,ZERO,
401030101,UPPER BELLY RIVER,329,ZERO,
401030101,UPPER BELLY RIVER,1005,ZERO,
401030101,UPPER BELLY RIVER,2608,ZERO,
401030101,UPPER BELLY RIVER,548,ZERO,
401030101,UPPER BELLY RIVER,1067,ZERO,
401030101,UPPER BELLY RIVER,763,ZERO,
401030101,UPPER BELLY RIVER,152,ZERO,
401030101,UPPER BELLY RIVER,491,ZERO,
401030101,UPPER BELLY RIVER,1543,ZERO,
401030101,UPPER BELLY RIVER,31,ZERO,
401030101,UPPER BELLY RIVER,568,ZERO,
401030101,UPPER BELLY RIVER,436,ZERO,
401030101,UPPER BELLY RIVER,35,ZERO,
401030101,UPPER BELLY RIVER,1996,ZERO,
401030101,UPPER BELLY RIVER,342,ZERO,
401030101,UPPER BELLY RIVER,1345,ZERO,
401030101,UPPER BELLY RIVER,791,ZERO,
401030101,UPPER BELLY RIVER,1022,ZERO,
401030101,UPPER BELLY RIVER,602,ZERO,
401030101,UPPER BELLY RIVER,637,ZERO,
401030101,UPPER BELLY RIVER,973,ZERO,
401030101,UPPER BELLY RIVER,51,ZERO,
401030101,UPPER BELLY RIVER,3029,ZERO,
401030101,UPPER BELLY RIVER,149,ZERO,
401030101,UPPER BELLY RIVER,5,ZERO,
401030101,UPPER BELLY RIVER,591,ZERO,
401030101,UPPER BELLY RIVER,43,ZERO,
401030101,UPPER BELLY RIVER,191,ZERO,
401030101,UPPER BELLY RIVER,356,ZERO,
401030101,UPPER BELLY RIVER,86,ZERO,
401030101,UPPER BELLY RIVER,1951,ZERO,
401030101,UPPER BELLY RIVER,2875,ZERO,
401030101,UPPER BELLY RIVER,569,ZERO,
401030101,UPPER BELLY RIVER,1602,ZERO,
401030101,UPPER BELLY RIVER,293,ZERO,
401030101,UPPER BELLY RIVER,710,ZERO,
401030101,UPPER BELLY RIVER,660,ZERO,
401030101,UPPER BELLY RIVER,268,ZERO,
401030101,UPPER BELLY RIVER,216,ZERO,
401030101,UPPER BELLY RIVER,334,ZERO,
401030101,UPPER BELLY RIVER,327,ZERO,
401030101,UPPER BELLY RIVER,1148,ZERO,
401030101,UPPER BELLY RIVER,1221,ZERO,
401030101,UPPER BELLY RIVER,567,ZERO,
401030101,UPPER BELLY RIVER,1404,ZERO,
401030101,UPPER BELLY RIVER,749,ZERO,
401030101,UPPER BELLY RIVER,415,ZERO,
401030101,UPPER BELLY RIVER,169,ZERO,
401030101,UPPER BELLY RIVER,409,ZERO,
401030101,UPPER BELLY RIVER,125,ZERO,
401030101,UPPER BELLY RIVER,383,ZERO,
401030101,UPPER BELLY RIVER,167,ZERO,
401030101,UPPER BELLY RIVER,364,ZERO,
401030101,UPPER BELLY RIVER,149,ZERO,
401030101,UPPER BELLY RIVER,396,ZERO,
401030101,UPPER BELLY RIVER,633,ZERO,
401030101,UPPER BELLY RIVER,88,ZERO,
401030101,UPPER BELLY RIVER,193,ZERO,
401030101,UPPER BELLY RIVER,206,ZERO,
401030101,UPPER BELLY RIVER,928,ZERO,
401030101,UPPER BELLY RIVER,71,ZERO,
401030101,UPPER BELLY RIVER,1179,ZERO,
401030101,UPPER BELLY RIVER,986,ZERO,
401030101,UPPER BELLY RIVER,570,ZERO,
401030101,UPPER BELLY RIVER,337,ZERO,
401030101,UPPER BELLY RIVER,1335,ZERO,
401030101,UPPER BELLY RIVER,562,ZERO,
401030101,UPPER BELLY RIVER,78,ZERO,
401030101,UPPER BELLY RIVER,41,ZERO,
401030101,UPPER BELLY RIVER,82,ZERO,
401030101,UPPER BELLY RIVER,66,ZERO,
401030101,UPPER BELLY RIVER,87,ZERO,
401030101,UPPER BELLY RIVER,133,ZERO,
401030101,UPPER BELLY RIVER,69,ZERO,
401030101,UPPER BELLY RIVER,261,ZERO,
401030101,UPPER BELLY RIVER,191,ZERO,
401030101,UPPER BELLY RIVER,95,ZERO,
401030101,UPPER BELLY RIVER,77,ZERO,
401030101,UPPER BELLY RIVER,1041,ZERO,
401030101,UPPER BELLY RIVER,359,ZERO,
401030101,UPPER BELLY RIVER,221,ZERO,
401030101,UPPER BELLY RIVER,190,ZERO,
401030101,UPPER BELLY RIVER,415,ZERO,
401030101,UPPER BELLY RIVER,1231,ZERO,
401030101,UPPER BELLY RIVER,415,ZERO,
401030101,UPPER BELLY RIVER,540,ZERO,
401030101,UPPER BELLY RIVER,3379,ZERO,
401030101,UPPER BELLY RIVER,919,ZERO,
401030101,UPPER BELLY RIVER,124,ZERO,
401030101,UPPER BELLY RIVER,1051,ZERO,
401030101,UPPER BELLY RIVER,841,ZERO,
401030101,UPPER BELLY RIVER,400,ZERO,
401030101,UPPER BELLY RIVER,1610,ZERO,
401030101,UPPER BELLY RIVER,179,ZERO,
401030101,UPPER BELLY RIVER,39,ZERO,
401030101,UPPER BELLY RIVER,1060,ZERO,
401030101,UPPER BELLY RIVER,674,ZERO,
401030101,UPPER BELLY RIVER,1445,ZERO,
401030101,UPPER BELLY RIVER,930,ZERO,
401030101,UPPER BELLY RIVER,1185,ZERO,
401030101,UPPER BELLY RIVER,409,ZERO,
401030101,UPPER BELLY RIVER,416,ZERO,
401030101,UPPER BELLY RIVER,1254,ZERO,
401030101,UPPER BELLY RIVER,155,ZERO,
401030101,UPPER BELLY RIVER,1712,ZERO,
401030101,UPPER BELLY RIVER,360,ZERO,
401030101,UPPER BELLY RIVER,3409,ZERO,
401030101,UPPER BELLY RIVER,328,ZERO,
401030101,UPPER BELLY RIVER,94,ZERO,
401030101,UPPER BELLY RIVER,99,ZERO,
401030101,UPPER BELLY RIVER,89,ZERO,
401030101,UPPER BELLY RIVER,1919,ZERO,
401030101,UPPER BELLY RIVER,153,ZERO,
401030101,UPPER BELLY RIVER,844,ZERO,
401030101,UPPER BELLY RIVER,1698,ZERO,
401030101,UPPER BELLY RIVER,418,ZERO,
401030101,UPPER BELLY RIVER,377,ZERO,
401030101,UPPER BELLY RIVER,112,ZERO,
401030101,UPPER BELLY RIVER,578,ZERO,
401030101,UPPER BELLY RIVER,1121,ZERO,
401030101,UPPER BELLY RIVER,1025,ZERO,
401030101,UPPER BELLY RIVER,804,ZERO,
401030101,UPPER BELLY RIVER,926,ZERO,
401030101,UPPER BELLY RIVER,2115,ZERO,
401030101,UPPER BELLY RIVER,985,ZERO,
401030101,UPPER BELLY RIVER,1376,ZERO,
401030101,UPPER BELLY RIVER,1028,ZERO,
401030101,UPPER BELLY RIVER,2141,ZERO,
401030101,UPPER BELLY RIVER,296,ZERO,
401030101,UPPER BELLY RIVER,768,ZERO,
401030101,UPPER BELLY RIVER,704,ZERO,
401030101,UPPER BELLY RIVER,2805,ZERO,
401030101,UPPER BELLY RIVER,40,ZERO,
401030101,UPPER BELLY RIVER,572,ZERO,
401030101,UPPER BELLY RIVER,521,ZERO,
401030101,UPPER BELLY RIVER,1015,ZERO,
401030101,UPPER BELLY RIVER,5204,ZERO,
401030101,UPPER BELLY RIVER,496,ZERO,
401030101,UPPER BELLY RIVER,566,ZERO,
401030101,UPPER BELLY RIVER,560,ZERO,
401030101,UPPER BELLY RIVER,92,ZERO,
401030101,UPPER BELLY RIVER,27,ZERO,
401030101,UPPER BELLY RIVER,263,ZERO,
401030101,UPPER BELLY RIVER,4912,ZERO,
401030101,UPPER BELLY RIVER,893,ZERO,
401030101,UPPER BELLY RIVER,16,ZERO,
401030101,UPPER BELLY RIVER,716,ZERO,
401030101,UPPER BELLY RIVER,513,ZERO,
401030101,UPPER BELLY RIVER,14,ZERO,
401030101,UPPER BELLY RIVER,193,ZERO,
401030101,UPPER BELLY RIVER,1590,ZERO,
401030101,UPPER BELLY RIVER,73,ZERO,
401030101,UPPER BELLY RIVER,450,ZERO,
401030101,UPPER BELLY RIVER,784,ZERO,
401030101,UPPER BELLY RIVER,1323,ZERO,
401030101,UPPER BELLY RIVER,277,ZERO,
401030101,UPPER BELLY RIVER,531,ZERO,
401030101,UPPER BELLY RIVER,855,ZERO,
401030101,UPPER BELLY RIVER,331,ZERO,
401030101,UPPER BELLY RIVER,103,ZERO,
401030101,UPPER BELLY RIVER,171,ZERO,
401030101,UPPER BELLY RIVER,2071,ZERO,
401030101,UPPER BELLY RIVER,266,ZERO,
401030101,UPPER BELLY RIVER,377,ZERO,
401030101,UPPER BELLY RIVER,3374,ZERO,
401030101,UPPER BELLY RIVER,350,ZERO,
401030101,UPPER BELLY RIVER,1331,ZERO,
401030101,UPPER BELLY RIVER,389,ZERO,
401030101,UPPER BELLY RIVER,448,ZERO,
401030101,UPPER BELLY RIVER,745,ZERO,
401030101,UPPER BELLY RIVER,215,ZERO,
401030101,UPPER BELLY RIVER,3624,ZERO,
401030101,BELLY RIVER,933,LOW,
401030101,BELLY RIVER,46,LOW,
401030101,BELLY RIVER,470,LOW,
401030101,BELLY RIVER,789,LOW,
401030101,BELLY RIVER,327,MED,
401030101,BELLY RIVER,243,LOW,
401030101,BELLY RIVER,581,MED,
401030101,BELLY RIVER,1434,MED,
401030101,BELLY RIVER,1087,HIGH,
401030101,BELLY RIVER,601,MED,
401030101,BELLY RIVER,1206,HIGH,
401030101,BELLY RIVER,1290,MED,
401030101,BELLY RIVER,107,HIGH,
401030101,BELLY RIVER,3483,MED,
401030101,BELLY RIVER,540,HIGH,
401030101,PASS CREEK,331,HIGH,
401030101,BELLY RIVER,1577,HIGH,
401030101,BELLY RIVER,379,HIGH,
401030101,PASS CREEK,294,HIGH,
401030101,PASS CREEK,2664,MED,
401030101,PASS CREEK,1176,LOW,
401030101,BELLY RIVER,538,HIGH,
401030101,BELLY RIVER,95,HIGH,
401030101,BELLY RIVER,1327,MED,
401030101,BELLY RIVER,361,MED,
401030101,BELLY RIVER,299,MED,
401030101,BELLY RIVER,235,MED,
401030101,BELLY RIVER,220,MED,
401030101,BELLY RIVER,996,LOW,
401030101,BELLY RIVER,107,LOW,
401030101,BELLY RIVER,392,LOW,
401030101,UNNAMED,1589,LOW,
401030101,BELLY RIVER,802,LOW,
401030101,UNNAMED,210,LOW,
401030101,UNNAMED,1040,LOW,
401030101,UNNAMED,661,LOW,
401030101,UNNAMED,20,LOW,
401030101,UNNAMED,1017,LOW,
401030101,UNNAMED,358,MED,
401030101,UNNAMED,958,LOW,
401030101,UNNAMED,791,LOW,
401030101,UNNAMED,551,LOW,
401030101,UNNAMED,1482,MED,
401030101,UNNAMED,129,MED,
401030101,UNNAMED,1759,LOW,
401030101,UNNAMED,1138,MED,
401030101,UNNAMED,38,LOW,
401030101,UNNAMED,324,LOW,
401030101,UNNAMED,297,LOW,
401030101,UNNAMED,964,HIGH,
401030101,UNNAMED,459,HIGH,
401030101,UNNAMED,712,MED,
401030101,UNNAMED,295,HIGH,
401030101,UNNAMED,2407,MED,
401030101,UNNAMED,176,MED,
401030101,UNNAMED,437,LOW,
401030101,UNNAMED,390,MED,
401030101,UNNAMED,2646,MED,
401030101,UNNAMED,888,LOW,
401030101,UNNAMED,221,MED,
401030101,UNNAMED,1345,LOW,
401030101,UNNAMED,3324,MED,
401030101,UNNAMED,501,LOW,
401030101,UNNAMED,18,HIGH,
401030101,UNNAMED,1190,LOW,
401030101,UNNAMED,674,LOW,
401030101,UNNAMED,363,HIGH,
401030101,UNNAMED,1257,HIGH,
401030101,UNNAMED,517,HIGH,
401030101,UNNAMED,788,MED,
401030101,UNNAMED,166,HIGH,
401030101,UNNAMED,2243,MED,
401030101,UNNAMED,643,HIGH,
401030101,UNNAMED,579,MED,
401030101,UNNAMED,401,MED,
401030101,UNNAMED,422,MED,
401030101,UNNAMED,321,MED,
401030101,UNNAMED,358,MED,
401030101,UNNAMED,51,HIGH,
401030101,UNNAMED,1908,MED,
401030101,UNNAMED,1072,MED,
401030101,UNNAMED,1430,MED,
401030101,UNNAMED,384,MED,
401030101,UNNAMED,638,MED,
401030101,UNNAMED,105,LOW,
401030101,UNNAMED,396,LOW,
401030101,UNNAMED,2366,MED,
401030101,UNNAMED,2020,MED,
401030101,UNNAMED,846,LOW,
401030101,UNNAMED,1274,LOW,
401030101,UNNAMED,935,LOW,
401030101,UNNAMED,532,LOW,
401030101,UNNAMED,197,LOW,
401030101,UNNAMED,1084,LOW,
401030101,UNNAMED,338,LOW,
401030101,UNNAMED,112,LOW,
401030101,UNNAMED,691,LOW,
401030101,UNNAMED,1473,LOW,
401030101,UNNAMED,359,LOW,
401030101,UNNAMED,3217,LOW,
401030101,UNNAMED,158,LOW,
401030205,WATERTON RIVER,673,LOW,
401030205,WATERTON RIVER,1294,LOW,
401030205,WATERTON RIVER,342,LOW,
401030205,WATERTON RIVER,621,LOW,
401030205,WATERTON RIVER,2664,MED,
401030205,WATERTON RIVER,387,LOW,
401030205,WATERTON RIVER,311,MED,
401030205,WATERTON RIVER,39,HIGH,
401030205,WATERTON RIVER,440,MED,
401030205,WATERTON RIVER,1301,HIGH,
401030205,WATERTON RIVER,1628,HIGH,
401030205,WATERTON RIVER,379,HIGH,
401030205,WATERTON RIVER,153,MED,
401030205,UNNAMED,17,LOW,
401030205,UNNAMED,192,LOW,
401030205,UNNAMED,289,LOW,
401030205,UNNAMED,603,LOW,
401030205,UNNAMED,570,LOW,
401030205,UNNAMED,280,LOW,
401030205,UNNAMED,1532,LOW,
401030205,UNNAMED,143,LOW,
401030205,UNNAMED,728,LOW,
401030205,UNNAMED,2279,LOW,
401030205,UNNAMED,1119,LOW,
401030205,UNNAMED,994,LOW,
401030205,UNNAMED,135,LOW,
401030205,UNNAMED,299,LOW,
401030205,UNNAMED,424,LOW,
401030205,UNNAMED,4903,LOW,
401030205,UNNAMED,1243,MED,
401030205,UNNAMED,826,LOW,
401030205,UNNAMED,1006,LOW,
401030205,UNNAMED,874,LOW,
401030205,UNNAMED,89,LOW,
401030205,UNNAMED,205,LOW,
401030205,UNNAMED,330,MED,
401030205,UNNAMED,1221,LOW,
401030205,UNNAMED,292,MED,
401030205,UNNAMED,376,MED,
401030205,UNNAMED,109,MED,
401030205,UNNAMED,30,LOW,
401030205,UNNAMED,136,HIGH,
401030205,UNNAMED,173,HIGH,
401030205,UNNAMED,1244,MED,
401030205,UNNAMED,312,MED,
401030205,UNNAMED,301,HIGH,
401030205,UNNAMED,93,MED,
401030205,UNNAMED,629,MED,
401030205,UNNAMED,547,MED,
401030205,UNNAMED,1462,LOW,
401030205,UNNAMED,451,HIGH,
401030205,UNNAMED,33,MED,
401030205,UNNAMED,778,MED,
401030205,UNNAMED,1483,MED,
401030205,UNNAMED,76,LOW,
401030205,UNNAMED,2044,MED,
401030205,UNNAMED,1912,LOW,
401030205,UNNAMED,465,MED,
401030205,UNNAMED,1253,HIGH,
401030205,UNNAMED,868,MED,
401030205,UNNAMED,257,MED,
401030205,UNNAMED,312,MED,
401030205,UNNAMED,106,MED,
401030205,UNNAMED,395,MED,
401030205,UNNAMED,855,MED,
401030205,UNNAMED,60,LOW,
401030205,UNNAMED,437,MED,
401030205,UNNAMED,789,MED,
401030205,UNNAMED,2446,MED,
401030205,UNNAMED,236,LOW,
401030205,UNNAMED,2585,HIGH,
401030205,LOWER WATERTON RIVER,47,ZERO,
401030205,LOWER WATERTON RIVER,2279,ZERO,
401030205,LOWER WATERTON RIVER,3248,ZERO,
401030205,LOWER WATERTON RIVER,4444,ZERO,
401030205,LOWER WATERTON RIVER,1404,ZERO,
401030205,LOWER WATERTON RIVER,1075,ZERO,
401030205,LOWER WATERTON RIVER,6335,ZERO,
401030205,LOWER WATERTON RIVER,369,ZERO,
401030205,LOWER WATERTON RIVER,515,ZERO,
401030205,LOWER WATERTON RIVER,1578,ZERO,
401030205,LOWER WATERTON RIVER,1030,ZERO,
401030205,LOWER WATERTON RIVER,6338,ZERO,
401030205,LOWER WATERTON RIVER,1553,ZERO,
401030205,LOWER WATERTON RIVER,835,ZERO,
401030205,LOWER WATERTON RIVER,897,ZERO,
401030205,LOWER WATERTON RIVER,5565,ZERO,
401030205,LOWER WATERTON RIVER,2055,ZERO,
401030205,LOWER WATERTON RIVER,311,ZERO,
401030205,LOWER WATERTON RIVER,1422,ZERO,
401030205,LOWER WATERTON RIVER,1505,ZERO,
401030205,LOWER WATERTON RIVER,445,ZERO,
401030205,LOWER WATERTON RIVER,1906,ZERO,
401030205,LOWER WATERTON RIVER,1327,ZERO,
401030205,LOWER WATERTON RIVER,595,ZERO,
401030205,LOWER WATERTON RIVER,62,ZERO,
401030205,LOWER WATERTON RIVER,73,ZERO,
401030205,LOWER WATERTON RIVER,1778,ZERO,
401030205,LOWER WATERTON RIVER,2520,ZERO,
401030205,LOWER WATERTON RIVER,1638,ZERO,
401030205,LOWER WATERTON RIVER,938,ZERO,
401030205,LOWER WATERTON RIVER,5431,ZERO,
401030205,LOWER WATERTON RIVER,1545,ZERO,
401030205,LOWER WATERTON RIVER,3660,ZERO,
401030205,LOWER WATERTON RIVER,745,ZERO,
401030205,LOWER WATERTON RIVER,1320,ZERO,
401030205,LOWER WATERTON RIVER,144,ZERO,
401030205,LOWER WATERTON RIVER,1684,ZERO,
401030205,LOWER WATERTON RIVER,135,ZERO,
401030205,LOWER WATERTON RIVER,1102,ZERO,
401030205,LOWER WATERTON RIVER,577,ZERO,
401030205,LOWER WATERTON RIVER,5049,ZERO,
401030205,LOWER WATERTON RIVER,631,ZERO,
401030205,LOWER WATERTON RIVER,1528,ZERO,
401030205,LOWER WATERTON RIVER,585,ZERO,
401030205,LOWER WATERTON RIVER,765,ZERO,
401030205,LOWER WATERTON RIVER,907,ZERO,
401030205,LOWER WATERTON RIVER,61,ZERO,
401030205,LOWER WATERTON RIVER,557,ZERO,
401030205,LOWER WATERTON RIVER,1274,ZERO,
401030205,LOWER WATERTON RIVER,654,ZERO,
401030205,LOWER WATERTON RIVER,421,ZERO,
401030205,LOWER WATERTON RIVER,1405,ZERO,
401030205,LOWER WATERTON RIVER,795,ZERO,
401030205,LOWER WATERTON RIVER,131,ZERO,
401030205,LOWER WATERTON RIVER,556,ZERO,
401030205,LOWER WATERTON RIVER,481,ZERO,
401030205,LOWER WATERTON RIVER,124,ZERO,
401030205,LOWER WATERTON RIVER,666,ZERO,
401030205,LOWER WATERTON RIVER,120,ZERO,
401030205,LOWER WATERTON RIVER,654,ZERO,
401030205,LOWER WATERTON RIVER,633,ZERO,
401030205,LOWER WATERTON RIVER,48,ZERO,
401030205,LOWER WATERTON RIVER,1778,ZERO,
401030205,LOWER WATERTON RIVER,1184,ZERO,
401030205,LOWER WATERTON RIVER,27,ZERO,
401030205,LOWER WATERTON RIVER,506,ZERO,
401030205,LOWER WATERTON RIVER,434,ZERO,
401030205,LOWER WATERTON RIVER,28,ZERO,
401030205,LOWER WATERTON RIVER,2290,ZERO,
401030205,LOWER WATERTON RIVER,590,ZERO,
401030205,LOWER WATERTON RIVER,193,ZERO,
401030205,LOWER WATERTON RIVER,2055,ZERO,
401030205,LOWER WATERTON RIVER,800,ZERO,
401030205,LOWER WATERTON RIVER,799,ZERO,
401030205,LOWER WATERTON RIVER,356,ZERO,
401030205,LOWER WATERTON RIVER,460,ZERO,
401030205,LOWER WATERTON RIVER,1147,ZERO,
401030205,LOWER WATERTON RIVER,886,ZERO,
401030205,LOWER WATERTON RIVER,276,ZERO,
401030205,LOWER WATERTON RIVER,384,ZERO,
401030205,LOWER WATERTON RIVER,839,ZERO,
401030205,LOWER WATERTON RIVER,716,ZERO,
401030205,LOWER WATERTON RIVER,810,ZERO,
401030205,LOWER WATERTON RIVER,792,ZERO,
401030205,LOWER WATERTON RIVER,999,ZERO,
401030205,LOWER WATERTON RIVER,870,ZERO,
401030205,LOWER WATERTON RIVER,121,ZERO,
401030205,LOWER WATERTON RIVER,2625,ZERO,
401030205,LOWER WATERTON RIVER,1201,ZERO,
401030205,LOWER WATERTON RIVER,774,ZERO,
401030205,LOWER WATERTON RIVER,775,ZERO,
401030205,LOWER WATERTON RIVER,73,ZERO,
401030205,LOWER WATERTON RIVER,1633,ZERO,
401030205,LOWER WATERTON RIVER,176,ZERO,
401030205,LOWER WATERTON RIVER,891,ZERO,
401030205,LOWER WATERTON RIVER,1828,ZERO,
401030205,LOWER WATERTON RIVER,1451,ZERO,
401030205,LOWER WATERTON RIVER,256,ZERO,
401030205,LOWER WATERTON RIVER,194,ZERO,
401030205,LOWER WATERTON RIVER,947,ZERO,
401030205,LOWER WATERTON RIVER,762,ZERO,
401030205,LOWER WATERTON RIVER,1514,ZERO,
401030205,LOWER WATERTON RIVER,98,ZERO,
401030205,LOWER WATERTON RIVER,1112,ZERO,
401030205,LOWER WATERTON RIVER,2761,ZERO,
401030205,LOWER WATERTON RIVER,2348,ZERO,
401030205,LOWER WATERTON RIVER,576,ZERO,
401030205,LOWER WATERTON RIVER,1116,ZERO,
401030205,LOWER WATERTON RIVER,646,ZERO,
401030205,LOWER WATERTON RIVER,1089,ZERO,
401030205,LOWER WATERTON RIVER,429,ZERO,
401030205,LOWER WATERTON RIVER,990,ZERO,
401030205,LOWER WATERTON RIVER,198,ZERO,
401030205,LOWER WATERTON RIVER,1444,ZERO,
401030205,LOWER WATERTON RIVER,1065,ZERO,
401030205,LOWER WATERTON RIVER,1155,ZERO,
401030205,LOWER WATERTON RIVER,810,ZERO,
401030205,LOWER WATERTON RIVER,1063,ZERO,
401030205,LOWER WATERTON RIVER,54,ZERO,
401030205,LOWER WATERTON RIVER,2239,ZERO,
401030205,LOWER WATERTON RIVER,2123,ZERO,
401030205,LOWER WATERTON RIVER,881,ZERO,
401030205,LOWER WATERTON RIVER,1081,ZERO,
401030205,LOWER WATERTON RIVER,735,ZERO,
401030205,LOWER WATERTON RIVER,778,ZERO,
401030205,LOWER WATERTON RIVER,2908,ZERO,
401030205,LOWER WATERTON RIVER,1554,ZERO,
401030205,LOWER WATERTON RIVER,190,ZERO,
401030205,LOWER WATERTON RIVER,941,ZERO,
401030205,LOWER WATERTON RIVER,697,ZERO,
401030205,LOWER WATERTON RIVER,1486,ZERO,
401030205,LOWER WATERTON RIVER,1299,ZERO,
401030205,LOWER WATERTON RIVER,747,ZERO,
401030205,LOWER WATERTON RIVER,2413,ZERO,
401030205,LOWER WATERTON RIVER,1834,ZERO,
401030205,LOWER WATERTON RIVER,604,ZERO,
401030205,LOWER WATERTON RIVER,86,ZERO,
401030205,LOWER WATERTON RIVER,1673,ZERO,
401030205,LOWER WATERTON RIVER,1594,ZERO,
401030205,LOWER WATERTON RIVER,408,ZERO,
401030205,LOWER WATERTON RIVER,2244,ZERO,
401030205,LOWER WATERTON RIVER,663,ZERO,
401030205,LOWER WATERTON RIVER,321,ZERO,
401030205,LOWER WATERTON RIVER,128,ZERO,
401030205,LOWER WATERTON RIVER,2526,ZERO,
401030205,LOWER WATERTON RIVER,1909,ZERO,
401030205,LOWER WATERTON RIVER,485,ZERO,
401030205,LOWER WATERTON RIVER,2133,ZERO,
401030205,LOWER WATERTON RIVER,1069,ZERO,
401030205,LOWER WATERTON RIVER,890,ZERO,
401030205,LOWER WATERTON RIVER,1621,ZERO,
401030205,LOWER WATERTON RIVER,1780,ZERO,
401030205,LOWER WATERTON RIVER,153,ZERO,
401030205,LOWER WATERTON RIVER,1093,ZERO,
401030205,LOWER WATERTON RIVER,3380,ZERO,
401030205,LOWER WATERTON RIVER,823,ZERO,
401030205,LOWER WATERTON RIVER,790,ZERO,
401030205,LOWER WATERTON RIVER,568,ZERO,
401030205,LOWER WATERTON RIVER,2211,ZERO,
401030205,LOWER WATERTON RIVER,39,ZERO,
401030205,LOWER WATERTON RIVER,98,ZERO,
401030205,LOWER WATERTON RIVER,1498,ZERO,
401030205,LOWER WATERTON RIVER,982,ZERO,
401030205,LOWER WATERTON RIVER,2842,ZERO,
401030205,LOWER WATERTON RIVER,3071,ZERO,
401030205,LOWER WATERTON RIVER,44,ZERO,
401030205,LOWER WATERTON RIVER,239,ZERO,
401030205,LOWER WATERTON RIVER,1697,ZERO,
401030205,LOWER WATERTON RIVER,40,ZERO,
401030205,LOWER WATERTON RIVER,127,ZERO,
401030205,LOWER WATERTON RIVER,591,ZERO,
401030205,LOWER WATERTON RIVER,126,ZERO,
401030205,LOWER WATERTON RIVER,1917,ZERO,
401030205,LOWER WATERTON RIVER,154,ZERO,
401030205,LOWER WATERTON RIVER,1582,ZERO,
401030205,LOWER WATERTON RIVER,585,ZERO,
401030205,LOWER WATERTON RIVER,443,ZERO,
401030205,LOWER WATERTON RIVER,673,ZERO,
401030205,LOWER WATERTON RIVER,1381,ZERO,
401030205,LOWER WATERTON RIVER,1773,ZERO,
401030205,LOWER WATERTON RIVER,957,ZERO,
401030205,LOWER WATERTON RIVER,1837,ZERO,
